"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_id"
"Calle de l'Antic Ferrocarril"	"Carrer de l'Antic Ferrocarril"					
"Calle Baixada Canaleta"	"Carrer Baixada Canaleta"					
"Calle Alfafara"	"Carrer Alfafara"					
"Calle Escalinata"	"Carrer Escalinata"					
"Calle Sor Piedad de la Cruz"	"Carrer Sor Piedad de la Cruz"					
"Calle San Jaime"	"Carrer San Jaime"					
"Calle de la Via"	"Carrer de la Via"					
"Calle Cantereria"	"Carrer Cantereria"					
"Calle de Santa Teresa"	"Carrer de Santa Teresa"					
"Calle JJaime"	"Carrer JJaime"					
"Calle Music Martinez Valls"	"Carrer Music Martinez Valls"					
"Calle Pintor Josep Segrelles"	"Carrer Pintor Josep Segrelles"					
"Calle Jose Iranzo"	"Carrer Jose Iranzo"					
"Calle del Tirador"	"Carrer del Tirador"					
"Calle San Pedro"	"Carrer San Pedro"					
"Calle Cordellat"	"Carrer Cordellat"					
"Calle Muralla"	"Carrer Muralla"					
"Calle Alcalde Paco Montes"	"Carrer Alcalde Paco Montes"					
"Calle Músico Martinez Valls"	"Carrer Músico Martinez Valls"					
"Calle Morales"	"Carrer Morales"					
"Calle Loza"	"Carrer Loza"					
"Calle San Juan"	"Carrer San Juan"					
"Calle Benarrai"	"Carrer Benarrai"					
"Calle Pintor Segrelles"	"Carrer Pintor Segrelles"					
"Calle de Pius XII"	"Carrer de Pius XII"					
"Calle San Tomas"	"Carrer San Tomas"					
"Calle Budeo"	"Carrer Budeo"					
"Calle Miraflores"	"Carrer Miraflores"					
"Calle San Jose"	"Carrer San Jose"					
"Calle Trasera S Jose"	"Carrer Trasera S Jose"					
"Calle Mediodia"	"Carrer Mediodia"					
"Calle Santo Cristo"	"Carrer Santo Cristo"					
"Calle Virgen del Rocio"	"Carrer Virgen del Rocio"					
"Calle Reverendo Don Juan Ferri"	"Carrer Reverendo Don Juan Ferri"					
"Calle Alfarra"	"Carrer Alfarra"					
"Calle Gandia"	"Carrer Gandia"					
"Calle Juan Ubeda"	"Carrer Juan Ubeda"					
"Calle Carreron"	"Carrer Carreron"					
"Calle Horno"	"Carrer Horno"					
"Calle Don Juan de Jorge"	"Carrer Don Juan de Jorge"					
"Calle Abajo"	"Carrer Abajo"					
"Calle San Cristobal"	"Carrer San Cristobal"					
"Calle Ladislao Soriano"	"Carrer Ladislao Soriano"					
"Calle Sant Miquel"	"Carrer Sant Miquel"					
"Calle Pelota"	"Carrer Pelota"					
"Calle Sant Roc"	"Carrer Sant Roc"					
"Calle Sant Vicent"	"Carrer Sant Vicent"					
"Calle Numero 1"	"Carrer Numero 1"					
"Calle Ronda Rodat"	"Carrer Ronda Rodat"					
"Calle Pintor Gomar"	"Carrer Pintor Gomar"					
"Calle Doctor Vicente Ranter"	"Carrer Doctor Vicente Ranter"					
"Calle Morerales"	"Carrer Morerales"					
"Calle Hondo"	"Carrer Hondo"					
"Calle en Proyceto 2"	"Carrer en Proyceto 2"					
"Calle en Proyecto U.E"	"Carrer en Proyecto U.E"					
"Calle de las Cocheras"	"Carrer de las Cocheras"					
"Calle Benicadell"	"Carrer Benicadell"					
"Calle Emilio Tarrasó"	"Carrer Emilio Tarrasó"					
"Calle San Rog"	"Carrer San Rog"					
"Calle de la Santa Faz"	"Carrer de la Santa Faz"					
"Calle Sant Domenec"	"Carrer Sant Domenec"					
"Calle Costa"	"Carrer Costa"					
