"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_id"
"Calle de las Piedras"	"Carrer de las Piedras"	""	""			
"Calle Amargura"	"Carrer Amargura"	""	""			
"Calle Nueva"	"Carrer Nueva"	""	""			
"Calle Castillo"	"Carrer Castillo"	""	""			
"Calle Magdalena"	"Carrer Magdalena"	""	""			
"Calle del Casino"	"Carrer del Casino"	""	""			
"Calle La Plana"	"Carrer La Plana"	""	""			
"Calle 3"	"Carrer 3"	""	""			
"Calle 10"	"Carrer 10"	""	""			
"Calle 4"	"Carrer 4"	""	""			
"Calle 5"	"Carrer 5"	""	""			
"Calle 8"	"Carrer 8"	""	""			
"Calle B"	"Carrer B"	""	""			
"Calle C"	"Carrer C"	""	""			
"Calle D"	"Carrer D"	""	""			
"Calle F"	"Carrer F"	""	""			
"Calle H"	"Carrer H"	""	""			
"Calle de la L"	"Carrer de la L"	""	""			
"Calle J"	"Carrer J"	""	""			
"Calle K"	"Carrer K"	""	""			
"Calle I"	"Carrer I"	""	""			
"Calle M"	"Carrer M"	""	""			
"Calle N"	"Carrer N"	""	""			
"Calle O"	"Carrer O"	""	""			
"Calle P"	"Carrer P"	""	""			
"Calle Q"	"Carrer Q"	""	""			
"Calle Ñ"	"Carrer Ñ"	""	""			
"Calle A9"	"Carrer A9"	""	""			
"Calle A8"	"Carrer A8"	""	""			
"Calle A7"	"Carrer A7"	""	""			
"Calle X"	"Carrer X"	""	""			
"Calle A1"	"Carrer A1"	""	""			
"Calle U"	"Carrer U"	""	""			
"Calle Z"	"Carrer Z"	""	""			
"Calle T"	"Carrer T"	""	""			
"Calle A4"	"Carrer A4"	""	""			
"Calle R"	"Carrer R"	""	""			
"Calle W"	"Carrer W"	""	""			
"Calle A3"	"Carrer A3"	""	""			
"Calle A5"	"Carrer A5"	""	""			
"Calle V"	"Carrer V"	""	""			
"Calle AB"	"Carrer AB"	""	""			
"Calle Arrabal del Norte"	"Carrer Arrabal del Norte"	""	""			
"Calle Arrabal del Sur"	"Carrer Arrabal del Sur"	""	""			
"Calle de Fraga"	"Carrer de Fraga"	""	""			
"Calle del Horno"	"Carrer del Horno"	""	""			
"Calle Acequia"	"Carrer Acequia"	""	""			
"Calle Molino"	"Carrer Molino"	""	""			
"Calle del Portal"	"Carrer del Portal"	""	""			
"Calle Monfort"	"Carrer Monfort"	""	""			
"Calle de Torrente de Cinca"	"Carrer de Torrente de Cinca"	""	""			
"Calle Torrente de Cinca"	"Carrer Torrente de Cinca"	""	""			
"Calle Alcabón"	"Carrer Alcabón"	""	""			
"Calle Ballobar"	"Carrer Ballobar"	""	""			
"Calle de Albalatillo"	"Carrer de Albalatillo"	""	""			
"Calle Nicaragua"	"Carrer Nicaragua"	""	""			
"Calle Manuel Alabart"	"Carrer Manuel Alabart"	""	""			
"Calle El Salvador"	"Carrer El Salvador"	""	""			
"Calle de la Hermana Andresa"	"Carrer de la Hermana Andresa"	""	""			
"Calle Agustina de Aragón"	"Carrer Agustina de Aragón"	""	""			
"Calle Belén"	"Carrer Belén"	""	""			
